English_code,Partial_translated_code
"def is_palindrome(num):
    # Convert the number to string
    num_str = str(num)
    
    # Check if the number is positive
    if num <= 0:
        return False
    
    # Check if the number has at least 5 digits
    if len(num_str) < 5:
        return False
    
    # Check if the number consists of unique digits
    if len(set(num_str)) != len(num_str):
        return False
    
    # Check if the number is divisible by 7
    if num % 7 != 0:
        return False
    
    # Check if the number is a palindrome
    if num_str == num_str[::-1]:
        return True
    
    # Check for palindromic substrings within the number
    for i in range(len(num_str)):
        for j in range(i+2, len(num_str)+1):
            sub_num = num_str[i:j]
            if sub_num == sub_num[::-1]:
                return True
    
    return False

# Testing the script
# Decimal number
num_decimal = 12321
print(f""Is {num_decimal} a palindrome? {is_palindrome(num_decimal)}"")

# Hexadecimal number
num_hexadecimal = 0x12321
print(f""Is {num_hexadecimal} a palindrome? {is_palindrome(num_hexadecimal)}"")

# Other test cases
print(f""Is 12345 a palindrome? {is_palindrome(12345)}"")
print(f""Is 1234567 a palindrome? {is_palindrome(1234567)}"")
print(f""Is 12321 a palindrome? {is_palindrome(12321)}"")","définir is_palindrome(num):
     #Convert the number to string
    num_str = string(num)
    
     #Check if the number is positive
    si num <= 0:
        retour Faux
    
     #Check if the number has at least 5 digits
    si longueur(num_str) < 5:
        retour Faux
    
     #Check if the number consists of unique digits
    si longueur(ensemble(num_str)) != longueur(num_str):
        retour Faux
    
     #Check if the number is divisible by 7
    si num % 7 != 0:
        retour Faux
    
     #Check if the number is a palindrome
    si num_str == num_str[::-1]:
        retour Vrai
    
     #Check for palindromic substrings within the number
    pour i dans Portée(longueur(num_str)):
        pour j dans Portée(i+2, longueur(num_str)+1):
            sub_num = num_str[i:j]
            si sub_num == sub_num[::-1]:
                retour Vrai
    
    retour Faux

 #Testing the script
 #Decimal number
num_decimal = 12321
imprimer(f""Is {num_decimal} a palindrome? {is_palindrome(num_decimal)}"")

 #Hexadecimal number
num_hexadecimal = 0x12321
imprimer(f""Is {num_hexadecimal} a palindrome? {is_palindrome(num_hexadecimal)}"")

 #Other test cases
imprimer(f""Is 12345 a palindrome? {is_palindrome(12345)}"")
imprimer(f""Is 1234567 a palindrome? {is_palindrome(1234567)}"")
imprimer(f""Is 12321 a palindrome? {is_palindrome(12321)}"")"
"import re

def remove_vowels(string):
    return re.sub(r'[aeiouAEIOU]', '', string)

def sort_characters(string):
    frequency = {}
    for char in string:
        frequency[char] = frequency.get(char, 0) + 1
    sorted_chars = sorted(frequency.keys(), key=lambda x: (-frequency[x], x))
    return sorted_chars

def remove_vowels_and_sort(string):
    string_without_vowels = remove_vowels(string)
    sorted_string = sort_characters(string_without_vowels)
    return ''.join(sorted_string)","importer re

définir remove_vowels(str):
    retour re.sub(r'[aeiouAEIOU]', '', str)

définir sort_characters(str):
    frequency = {}
    pour char dans str:
        frequency[char] = frequency.obtenir(char, 0) + 1
    sorted_chars = trié(frequency.clés(), key=lambda x: (-frequency[x], x))
    retour sorted_chars

définir remove_vowels_and_sort(str):
    string_without_vowels = remove_vowels(str)
    sorted_string = sort_characters(string_without_vowels)
    retour ''.rejoindre(sorted_string)"
"def reverse_matrix(matrix):
    new_matrix = []
    for i in range(len(matrix)):
        new_matrix.append([])
        for j in range(len(matrix[i])):
            new_matrix[i].insert(0, matrix[i][j])
    return new_matrix


# Test case 1
matrix1 = [[1, 2, 3],
           [4, 5, 6],
           [7, 8, 9]]
# Expected output: [[9, 8, 7], [6, 5, 4], [3, 2, 1]]
print(reverse_matrix(matrix1))

# Test case 2
matrix2 = [[1, 2, 3, 4],
           [5, 6, 7, 8]]
# Expected output: [[8, 7, 6, 5], [4, 3, 2, 1]]
print(reverse_matrix(matrix2))

# Test case 3
matrix3 = [[1, 2],
           [3, 4],
           [5, 6]]
# Expected output: [[6, 5], [4, 3], [2, 1]]
print(reverse_matrix(matrix3))","définir reverse_matrix(matrix):
    new_matrix = []
    pour i dans Portée(longueur(matrix)):
        new_matrix.ajouter([])
        pour j dans Portée(longueur(matrix[i])):
            new_matrix[i].insérer(0, matrix[i][j])
    retour new_matrix


 #Test case 1
matrix1 = [[1, 2, 3],
           [4, 5, 6],
           [7, 8, 9]]
 #Expected output: [[9, 8, 7], [6, 5, 4], [3, 2, 1]]
imprimer(reverse_matrix(matrix1))

 #Test case 2
matrix2 = [[1, 2, 3, 4],
           [5, 6, 7, 8]]
 #Expected output: [[8, 7, 6, 5], [4, 3, 2, 1]]
imprimer(reverse_matrix(matrix2))

 #Test case 3
matrix3 = [[1, 2],
           [3, 4],
           [5, 6]]
 #Expected output: [[6, 5], [4, 3], [2, 1]]
imprimer(reverse_matrix(matrix3))"
"def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage
n = 10
fibonacci_number = fibonacci(n)
print(f""The Fibonacci number at index {n} is {fibonacci_number}."")","définir fibonacci(n):
    si n == 0:
        retour 0
    sinon_si n == 1:
        retour 1
    autre:
        retour fibonacci(n-1) + fibonacci(n-2)

 #Example usage
n = 10
fibonacci_number = fibonacci(n)
imprimer(f""The Fibonacci number at index {n} is {fibonacci_number}."")"
"def count_unique_consonants(string):
    consonants = set()
    lowercase_string = string.lower()
    for char in lowercase_string:
        if char.isalpha() and char not in 'aeiou':
            consonants.add(char)
    return len(consonants)","définir count_unique_consonants(str):
    consonants = ensemble()
    lowercase_string = str.plus_bas()
    pour char dans lowercase_string:
        si char.est_alphabétique() et char pas dans 'aeiou':
            consonants.ajouter(char)
    retour longueur(consonants)"
"def filter_and_replace(string):
    vowels = ['a', 'e', 'i', 'o', 'u']
    filtered_words = []
    
    words = string.split()
    
    for word in words:
        if any(char.isdigit() or not char.isalpha() for char in word):
            continue
        
        if len(word) > 3 and any(char in vowels for char in word):
            filtered_word = """"
            for char in word:
                if char in vowels:
                    vowel_index = vowels.index(char)
                    next_vowel = vowels[(vowel_index + 1) % len(vowels)]
                    filtered_word += next_vowel
                else:
                    filtered_word += char
            filtered_words.append(filtered_word)
    
    return "" "".join(filtered_words)


# Example usage:
input_string = ""Hello world! This is a test string. Filter me out if I contain numbers or special characters.""
output_string = filter_and_replace(input_string)
print(output_string)","définir filter_and_replace(str):
    vowels = ['a', 'e', 'i', 'o', 'u']
    filtered_words = []
    
    words = str.diviser()
    
    pour word dans words:
        si quelconque(char.est_un_chiffre() ou_alors pas char.est_alphabétique() pour char dans word):
            Continuez
        
        si longueur(word) > 3 et quelconque(char dans vowels pour char dans word):
            filtered_word = """"
            pour char dans word:
                si char dans vowels:
                    vowel_index = vowels.indice(char)
                    next_vowel = vowels[(vowel_index + 1) % longueur(vowels)]
                    filtered_word += next_vowel
                autre:
                    filtered_word += char
            filtered_words.ajouter(filtered_word)
    
    retour "" "".rejoindre(filtered_words)


 #Example usage:
input_string = ""Hello world! This is a test string. Filter me out if I contain numbers or special characters.""
output_string = filter_and_replace(input_string)
imprimer(output_string)"
"def isOddPrimeGreaterThan100(number):
    if number <= 100 or number % 2 == 0:  # Check if number is less than or equal to 100 or even
        return False
    for i in range(3, int(number**0.5) + 1, 2):  # Check divisibility by odd numbers only
        if number % i == 0:
            return False
    return True

def findSecondSmallestOddPrimeGreaterThan100(array):
    smallest = secondSmallest = float('inf')
    for number in array:
        if isOddPrimeGreaterThan100(number):
            if number < smallest:
                secondSmallest = smallest
                smallest = number
            elif number < secondSmallest:
                secondSmallest = number
    return secondSmallest","définir isOddPrimeGreaterThan100(number):
    si number <= 100 ou_alors number % 2 == 0: #Check if number is less than or equal to 100 or even
        retour Faux
    pour i dans Portée(3, entier(number**0.5) + 1, 2): #Check divisibility by odd numbers only
        si number % i == 0:
            retour Faux
    retour Vrai

définir findSecondSmallestOddPrimeGreaterThan100(array):
    smallest = secondSmallest = virgulem_flottante('inf')
    pour number dans array:
        si isOddPrimeGreaterThan100(number):
            si number < smallest:
                secondSmallest = smallest
                smallest = number
            sinon_si number < secondSmallest:
                secondSmallest = number
    retour secondSmallest"
"class SeparatorNotFoundError(Exception):
    pass

class MultipleSeparatorsError(Exception):
    pass

try:
    mystring = ""Hello, World!""
    separator = ""#""

    # Incorrect way to split the string on a separator
    split_string = mystring.split(separator, 1)
    if not split_string:
        raise SeparatorNotFoundError(""Separator not found in string"")

    # Additional Requirement:
    # If the separator is found more than once in the string, raise a custom exception called ""MultipleSeparatorsError""

    # Incorrect way to split the string on a separator
    split_string = mystring.split(separator)
    if len(split_string) > 2:
        raise MultipleSeparatorsError(""Multiple separators found in string"")

except SeparatorNotFoundError as e:
    print(""Error:"", e)

except MultipleSeparatorsError as e:
    print(""Error:"", e)

except Exception as e:
    print(""Error:"", e)","classe SeparatorNotFoundError(Exception):
    passer

classe MultipleSeparatorsError(Exception):
    passer

essayer:
    mystring = ""Hello, World!""
    separator = ""#""

     #Incorrect way to split the string on a separator
    split_string = mystring.diviser(separator, 1)
    si pas split_string:
        lever_une_exception SeparatorNotFoundError(""Separator not found in string"")

     #Additional Requirement:
     #If the separator is found more than once in the string, raise a custom exception called ""MultipleSeparatorsError""

     #Incorrect way to split the string on a separator
    split_string = mystring.diviser(separator)
    si longueur(split_string) > 2:
        lever_une_exception MultipleSeparatorsError(""Multiple separators found in string"")

sauf SeparatorNotFoundError a e:
    imprimer(""Error:"", e)

sauf MultipleSeparatorsError a e:
    imprimer(""Error:"", e)

sauf Exception a e:
    imprimer(""Error:"", e)"
"def create_index_dictionary(list_one, list_two):
    if len(list_one) != len(list_two):
        raise ValueError(""Input lists must be of equal length"")
    
    index_dict = {}
    for i in range(len(list_one)):
        if isinstance(list_one[i], (list, dict, tuple)) and isinstance(list_two[i], (list, dict, tuple)):
            if isinstance(list_one[i], set) or isinstance(list_two[i], set):
                raise ValueError(""Input lists cannot contain sets"")
            
            nested_dict = {}
            if isinstance(list_one[i], dict) and isinstance(list_two[i], dict):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Nested dictionaries must have the same number of elements"")
                
                for key in list_one[i].keys():
                    if key not in list_two[i]:
                        raise ValueError(""Keys in nested dictionaries must be the same"")
                    nested_dict[key] = (list_one[i][key], list_two[i][key])
            elif isinstance(list_one[i], list) and isinstance(list_two[i], list):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Nested lists must have the same length"")
                
                for j in range(len(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            elif isinstance(list_one[i], tuple) and isinstance(list_two[i], tuple):
                if len(list_one[i]) != len(list_two[i]):
                    raise ValueError(""Tuples must have the same length"")
                
                for j in range(len(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            
            index_dict[i] = nested_dict
        else:
            index_dict[i] = (list_one[i], list_two[i])
    
    return index_dict","définir create_index_dictionary(list_one, list_two):
    si longueur(list_one) != longueur(list_two):
        lever_une_exception Erreur_de_valeur(""Input lists must be of equal length"")
    
    index_dict = {}
    pour i dans Portée(longueur(list_one)):
        si instance(list_one[i], (liste, dictionnaire, tuple)) et instance(list_two[i], (liste, dictionnaire, tuple)):
            si instance(list_one[i], ensemble) ou_alors instance(list_two[i], ensemble):
                lever_une_exception Erreur_de_valeur(""Input lists cannot contain sets"")
            
            nested_dict = {}
            si instance(list_one[i], dictionnaire) et instance(list_two[i], dictionnaire):
                si longueur(list_one[i]) != longueur(list_two[i]):
                    lever_une_exception Erreur_de_valeur(""Nested dictionaries must have the same number of elements"")
                
                pour key dans list_one[i].clés():
                    si key pas dans list_two[i]:
                        lever_une_exception Erreur_de_valeur(""Keys in nested dictionaries must be the same"")
                    nested_dict[key] = (list_one[i][key], list_two[i][key])
            sinon_si instance(list_one[i], liste) et instance(list_two[i], liste):
                si longueur(list_one[i]) != longueur(list_two[i]):
                    lever_une_exception Erreur_de_valeur(""Nested lists must have the same length"")
                
                pour j dans Portée(longueur(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            sinon_si instance(list_one[i], tuple) et instance(list_two[i], tuple):
                si longueur(list_one[i]) != longueur(list_two[i]):
                    lever_une_exception Erreur_de_valeur(""Tuples must have the same length"")
                
                pour j dans Portée(longueur(list_one[i])):
                    nested_dict[j] = (list_one[i][j], list_two[i][j])
            
            index_dict[i] = nested_dict
        autre:
            index_dict[i] = (list_one[i], list_two[i])
    
    retour index_dict"
"def find_maximum(a, b, c):
    # Convert the numbers to binary
    a_bin = bin(a)
    b_bin = bin(b)
    c_bin = bin(c)
    
    # Count the number of 1s in the binary representation of each number
    a_count = a_bin.count('1')
    b_count = b_bin.count('1')
    c_count = c_bin.count('1')
    
    # Compare the counts to find the maximum
    if a_count > b_count and a_count > c_count:
        return a
    elif b_count > a_count and b_count > c_count:
        return b
    else:
        return c","définir find_maximum(as, b, c):
     #Convert the numbers to binary
    a_bin = binaire(as)
    b_bin = binaire(b)
    c_bin = binaire(c)
    
     #Count the number of 1s in the binary representation of each number
    a_count = a_bin.compter('1')
    b_count = b_bin.compter('1')
    c_count = c_bin.compter('1')
    
     #Compare the counts to find the maximum
    si a_count > b_count et a_count > c_count:
        retour as
    sinon_si b_count > a_count et b_count > c_count:
        retour b
    autre:
        retour c"
"def quick_sort(arr):
    if len(arr) <= 1:
        return arr, 0
    else:
        pivot = arr[0]
        less = [x for x in arr[1:] if x <= pivot]
        greater = [x for x in arr[1:] if x > pivot]
        sorted_less, comparisons_less = quick_sort(less)
        sorted_greater, comparisons_greater = quick_sort(greater)
        comparisons = len(arr) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [pivot] + sorted_less
        return sorted_arr, comparisons

# Testing the code
arr = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, comparisons = quick_sort(arr)
print(""Sorted Array:"", sorted_arr)
print(""Number of Comparisons:"", comparisons)","définir quick_sort(arr):
    si longueur(arr) <= 1:
        retour arr, 0
    autre:
        pivot = arr[0]
        less = [x pour x dans arr[1:] si x <= pivot]
        greater = [x pour x dans arr[1:] si x > pivot]
        sorted_less, comparisons_less = quick_sort(less)
        sorted_greater, comparisons_greater = quick_sort(greater)
        comparisons = longueur(arr) - 1 + comparisons_less + comparisons_greater
        sorted_arr = sorted_greater + [pivot] + sorted_less
        retour sorted_arr, comparisons

 #Testing the code
arr = [5, 3, 9, 5, 2, 8, 4]
sorted_arr, comparisons = quick_sort(arr)
imprimer(""Sorted Array:"", sorted_arr)
imprimer(""Number of Comparisons:"", comparisons)"
"def calculate_distance(point1, point2):
    distance = ((point2[0] - point1[0])**2 + (point2[1] - point1[1])**2 + (point2[2] - point1[2])**2) ** 0.5
    return distance","définir calculate_distance(point1, point2):
    distance = ((point2[0] - point1[0])**2 + (point2[1] - point1[1])**2 + (point2[2] - point1[2])**2) ** 0.5
    retour distance"
